Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;Coordonnée en X (L93);Coordonnée en Y (L93);geo_shape;geo_point_2d
2000858;PORTE POUCHET - 47, RUE PIERRE REBIERE (RECONSTITUTION TOUR BOREL) LOT B;75017;Paris;2007;PARIS HABITAT;49;0;0;49;0;construction neuve;;17;logement familial;649992.8682;6866573.3541;"{""coordinates"": [2.317919863423909, 48.89722231977175], ""type"": ""Point""}";48.89722231977175, 2.317919863423909
2000926;VIGNOLES EST 93-97 RUE DES HAIES;75020;Paris;2007;PARIS HABITAT;30;0;30;0;0;construction neuve;;20;foyer pour personnes handicapées;656262.9374;6861860.5251;"{""coordinates"": [2.4039232154394576, 48.85529735982271], ""type"": ""Point""}";48.85529735982271, 2.4039232154394576
2000931;94, RUE DE MONTREUIL;75011;Paris;2007;HENEO;54;54;0;0;0;acquisition réhabilitation;;11;résidence sociale pour démunis;655629.943;6861356.0195;"{""coordinates"": [2.395349345449723, 48.850717070151646], ""type"": ""Point""}";48.850717070151646, 2.395349345449723
2000948;8-10, PASSAGE CHAMPIONNET;75018;Paris;2007;ELOGIE SIEMP;8;0;8;0;0;construction neuve;;18;logement familial;652131.027;6866373.746;"{""coordinates"": [2.3471047685999955, 48.895589869848855], ""type"": ""Point""}";48.895589869848855, 2.3471047685999955
2000964;144-160 RUE DE LA TOMBE ISSOIRE BD JOURDAN;75014;Paris;2007;RATP HABITAT;344;0;0;0;344;construction neuve;;14;résidence étudiante;650742.4128;6858272.1162;"{""coordinates"": [2.3291048866355895, 48.822628269891844], ""type"": ""Point""}";48.822628269891844, 2.3291048866355895
2000992;132, RUE CASTAGNARY;75015;Paris;2007;ELOGIE SIEMP;5;0;5;0;0;construction neuve;;15;logement familial;648871.3179;6859111.3001;"{""coordinates"": [2.3035208015098325, 48.83002944997011], ""type"": ""Point""}";48.83002944997011, 2.3035208015098325
2001011;7-15 PASSAGE DE LA BRIE;75019;Paris;2007;ELOGIE SIEMP;12;0;2;0;10;construction neuve;;19;logement familial;653963.632;6864718.9369;"{""coordinates"": [2.372278410024199, 48.88084238043837], ""type"": ""Point""}";48.88084238043837, 2.372278410024199
2001027;FOYER ARAMIS  11 SQUARE MONSOREAU 93 RUE ALEXANDRE DUMAS;75020;Paris;2008;SEQENS HABITAT;126;126;0;0;0;construction neuve;;20;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;655925.7871;6861867.9984;"{""coordinates"": [2.3993277163870403, 48.85534159025546], ""type"": ""Point""}";48.85534159025546, 2.3993277163870403
2001031;14, RUE DE PARADIS;75010;Paris;2008;PARIS HABITAT;25;5;14;0;6;acquisition réhabilitation;;10;logement familial;652613.091;6864049.3994;"{""coordinates"": [2.353938826493351, 48.874723439662695], ""type"": ""Point""}";48.874723439662695, 2.353938826493351
2001033;6, RUE DE CASABLANCA 39-41, RUE DURANTON;75015;Paris;2008;(vide);29;0;0;0;29;construction neuve;;15;logement familial;647781.2398;6860095.3197;"{""coordinates"": [2.2885516914843653, 48.83879136975791], ""type"": ""Point""}";48.83879136975791, 2.2885516914843653
2001050;8 A 12, RUE DE LA TOUR DES DAMES;75009;Paris;2008;PARIS HABITAT;84;17;50;0;17;construction neuve;;9;logement familial;651104.329;6864405.6762;"{""coordinates"": [2.333328698624618, 48.87781455958932], ""type"": ""Point""}";48.87781455958932, 2.333328698624618
2001112;210 BIS RUE DE VAUGIRARD;75015;Paris;2008;IMM 3F;28;28;0;0;0;construction neuve;;15;centre d'hébergement d'urgence;649078.281;6860350.4591;"{""coordinates"": [2.3061916121922588, 48.84118962956716], ""type"": ""Point""}";48.84118962956716, 2.3061916121922588
2001096;62, RUE BAYEN;75017;Paris;2008;PARIS HABITAT;11;0;11;0;0;acquisition réhabilitation;;17;logement familial;647924.6659;6865091.4462;"{""coordinates"": [2.2898935513504246, 48.883732179848074], ""type"": ""Point""}";48.883732179848074, 2.2898935513504246
2001098;46 RUE GODEFROY CAVAIGNAC;75011;Paris;2008;1001 VIES HABITAT;24;8;16;0;0;acquisition réhabilitation;;11;logement familial;654526.754;6862035.8866;"{""coordinates"": [2.3802435883135105, 48.85675416961031], ""type"": ""Point""}";48.85675416961031, 2.3802435883135105
2001124;51-59, RUE BARON LE ROY;75012;Paris;2008;EFIDIS;25;25;0;0;0;construction neuve;;12;centre d'hébergement d'urgence;655200.1715;6859445.7692;"{""coordinates"": [2.3896940864958056, 48.83350834008081], ""type"": ""Point""}";48.83350834008081, 2.3896940864958056
2001144;47-49, BD KELLERMANN (AP-HP);75013;Paris;2008;RIVP;42;0;0;0;42;construction neuve;;13;logement familial;652487.8689;6858054.5672;"{""coordinates"": [2.3529014365278473, 48.82080282036602], ""type"": ""Point""}";48.82080282036602, 2.3529014365278473
2001156;8-10 RUE BERGER;75001;Paris;2008;ELOGIE SIEMP;7;0;7;0;0;acquisition conventionnement;;1;logement familial;652191.705;6862519.6635;"{""coordinates"": [2.3483661252152266, 48.86093566963618], ""type"": ""Point""}";48.86093566963618, 2.3483661252152266
2001180;96 RUE QUINCAMPOIX;75003;Paris;2008;ELOGIE SIEMP;5;0;5;0;0;acquisition conventionnement;;3;logement familial;652423.648;6862735.907;"{""coordinates"": [2.3515031929909025, 48.86289748958485], ""type"": ""Point""}";48.86289748958485, 2.3515031929909025
2001219;SERURIER 3 SQUARE DU VERMONDOIS;75019;Paris;2008;PARIS HABITAT;1;0;1;0;0;acquisition réhabilitation;;19;logement familial;655819.2241;6864746.7733;"{""coordinates"": [2.39757614354102, 48.881222689603185], ""type"": ""Point""}";48.881222689603185, 2.39757614354102
2001225;24, BD DE ROCHECHOUART;75018;Paris;2008;ANTIN;18;18;0;0;0;acquisition conventionnement;;18;maison relais;652190.778;6865058.0679;"{""coordinates"": [2.348067841429233, 48.88376289966768], ""type"": ""Point""}";48.88376289966768, 2.348067841429233
2001241;89, RUE PIXERECOURT;75020;Paris;2008;ELOGIE SIEMP;4;2;2;0;0;acquisition réhabilitation;;20;logement familial;655653.592;6864064.4747;"{""coordinates"": [2.3953890012935264, 48.875075549885345], ""type"": ""Point""}";48.875075549885345, 2.3953890012935264
2001245;1-5, BD PASTEUR;75015;Paris;2008;(vide);11;0;0;0;11;acquisition conventionnement;;15;logement familial;649499.721;6860793.2365;"{""coordinates"": [2.31188086809042, 48.845204680133115], ""type"": ""Point""}";48.845204680133115, 2.31188086809042
2001277;14-16, RUE DENOYEZ;75020;Paris;2008;ELOGIE SIEMP;14;6;8;0;0;acquisition réhabilitation;;20;logement familial;654418.769;6863690.8692;"{""coordinates"": [2.378594415461754, 48.87162958030137], ""type"": ""Point""}";48.87162958030137, 2.378594415461754
2001287;77 RUE DES HAIES;75020;Paris;2009;(vide);1;1;0;0;0;acquisition réhabilitation;;20;logement familial;656224.847;6861811.3319;"{""coordinates"": [2.4034091800480413, 48.854852380107125], ""type"": ""Point""}";48.854852380107125, 2.4034091800480413
2001289;120-124 RUE CARDINET;75017;Paris;2009;ANTIN;40;40;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;649591.511;6865349.7137;"{""coordinates"": [2.3125910560154628, 48.886187330410834], ""type"": ""Point""}";48.886187330410834, 2.3125910560154628
2001312;77 AVENUE DE VILLIERS;75017;Paris;2009;PARIS HABITAT;16;5;11;0;0;acquisition réhabilitation;;17;logement familial;648949.3909;6865096.2316;"{""coordinates"": [2.303865536444054, 48.883857269993236], ""type"": ""Point""}";48.883857269993236, 2.303865536444054
2001338;COURCELLES 25 RUE PAUL ADAM 11 SQUARE DU THIMERAIS 19 RUE DE SENLIS;75017;Paris;2009;PARIS HABITAT;4;0;4;0;0;acquisition réhabilitation;;17;logement familial;648342.1002;6865508.2779;"{""coordinates"": [2.29553473153757, 48.88751421041163], ""type"": ""Point""}";48.88751421041163, 2.29553473153757
2001349;48, RUE DE LA MOUZAIA;75019;Paris;2009;RIVP;52;0;10;0;42;acquisition conventionnement;;19;logement familial;655692.69;6864640.715;"{""coordinates"": [2.395861928184899, 48.8802602400472], ""type"": ""Point""}";48.8802602400472, 2.395861928184899
2001384;SAINT LAMBERT 188 RUE LECOURBE RUE THEOPHRASTE RENAUDOT;75015;Paris;2009;PARIS HABITAT;4;0;4;0;0;acquisition réhabilitation;;15;logement familial;648379.53;6860325.728;"{""coordinates"": [2.296674631672555, 48.84091162961117], ""type"": ""Point""}";48.84091162961117, 2.296674631672555
2001388;29 RUE LAMARCK;75018;Paris;2009;PARIS HABITAT;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;651816.001;6865648.5504;"{""coordinates"": [2.3428905686825687, 48.889044969905626], ""type"": ""Point""}";48.889044969905626, 2.3428905686825687
2001398;43-53 RUE DU CHAROLAIS;75012;Paris;2009;SABLIERE;65;35;30;0;0;construction neuve;;12;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;654865.402;6860381.802;"{""coordinates"": [2.3850344135008146, 48.841902809589314], ""type"": ""Point""}";48.841902809589314, 2.3850344135008146
2001406;3 RUE DES APENNINS;75017;Paris;2009;RIVP;11;2;6;0;3;acquisition réhabilitation;;17;logement familial;650240.8559;6865793.4856;"{""coordinates"": [2.3213935773889927, 48.89022851032037], ""type"": ""Point""}";48.89022851032037, 2.3213935773889927
2001417;18 RUE CHARLES  FOURIER;75013;Paris;2009;RIVP;230;230;0;0;0;construction neuve;;13;centre d'hébergement d'urgence;652397.943;6858527.197;"{""coordinates"": [2.351623877606121, 48.825046629918695], ""type"": ""Point""}";48.825046629918695, 2.351623877606121
2001442;96 RUE D'ALLERAY;75015;Paris;2009;ELOGIE SIEMP;3;0;3;0;0;acquisition réhabilitation;;15;logement familial;649278.1209;6859801.2725;"{""coordinates"": [2.3089797724083088, 48.83626654986797], ""type"": ""Point""}";48.83626654986797, 2.3089797724083088
2001444;71 BIS RUE DE GERGOVIE;75014;Paris;2009;RIVP;12;2;6;0;4;acquisition réhabilitation;;14;logement familial;649950.6489;6859275.189;"{""coordinates"": [2.3182035243917847, 48.8315880298509], ""type"": ""Point""}";48.8315880298509, 2.3182035243917847
2001451;48, BOULEVARD ARAGO - 28 RUE DE LA GLACIERE;75013;Paris;2009;PARIS HABITAT;16;5;11;0;0;acquisition réhabilitation;;13;logement familial;651915.6566;6859662.2929;"{""coordinates"": [2.344926810336182, 48.83521888028661], ""type"": ""Point""}";48.83521888028661, 2.344926810336182
2001461;78-82 RUE D'AUTEUIL;75016;Paris;2009;PARIS HABITAT;53;36;0;17;0;construction neuve;;16;logement familial;645658.9069;6861183.6664;"{""coordinates"": [2.25949882860669, 48.84840331982555], ""type"": ""Point""}";48.84840331982555, 2.25949882860669
2001466;9 RUE PAUL BERT;75011;Paris;2009;PARIS HABITAT;19;2;12;0;5;acquisition réhabilitation;;11;logement familial;654835.5119;6861464.2081;"{""coordinates"": [2.3845122196582755, 48.851634810076256], ""type"": ""Point""}";48.851634810076256, 2.3845122196582755
2001474;39 RUE CASTAGNARY;75015;Paris;2009;RIVP;10;0;8;0;2;construction neuve;;15;logement familial;649284.376;6859479.0042;"{""coordinates"": [2.3091034001534547, 48.833368870255725], ""type"": ""Point""}";48.833368870255725, 2.3091034001534547
2001483;96, RUE PHILIPPE DE GIRARD;75018;Paris;2009;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;653099.7509;6865727.1177;"{""coordinates"": [2.360388256681876, 48.88984628955472], ""type"": ""Point""}";48.88984628955472, 2.360388256681876
2001492;7, RUE GUENOT;75011;Paris;2009;RIVP;17;4;9;0;4;construction neuve;;11;logement familial;655396.234;6861419.5408;"{""coordinates"": [2.392157950244469, 48.851272179759384], ""type"": ""Point""}";48.851272179759384, 2.392157950244469
2001493;33, RUE RAMPONEAU;75020;Paris;2009;ELOGIE SIEMP;4;0;4;0;0;acquisition réhabilitation;;20;logement familial;654554.17;6863668.3881;"{""coordinates"": [2.380442656194523, 48.87143698032795], ""type"": ""Point""}";48.87143698032795, 2.380442656194523
2001500;6 RUE DE THIONVILLE;75019;Paris;2009;ELOGIE SIEMP;2;0;2;0;0;acquisition réhabilitation;;19;logement familial;654604.895;6865504.4607;"{""coordinates"": [2.380937918001425, 48.887951890029385], ""type"": ""Point""}";48.887951890029385, 2.380937918001425
2001509;6, RUE DES PANOYAUX;75020;Paris;2009;ELOGIE SIEMP;18;0;0;0;18;acquisition réhabilitation;;20;logement familial;654871.9499;6863093.5022;"{""coordinates"": [2.384835790421592, 48.86628946994621], ""type"": ""Point""}";48.86628946994621, 2.384835790421592
2001515;22, RUE DE NEVERS;75006;Paris;2009;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;6;logement familial;651474.707;6861909.4098;"{""coordinates"": [2.3386634570128795, 48.85539411974833], ""type"": ""Point""}";48.85539411974833, 2.3386634570128795
2001516;5 RUE RATAUD;75005;Paris;2009;ELOGIE SIEMP;1;0;1;0;0;construction neuve;;5;logement familial;651966.403;6860322.9827;"{""coordinates"": [2.345543519020679, 48.84116427997695], ""type"": ""Point""}";48.84116427997695, 2.345543519020679
2001564;3-5-7 CITE DE GENES SECTEUR BISSON;75020;Paris;2010;EFIDIS;49;0;0;0;49;acquisition conventionnement;;20;logement familial;654494.4279;6863539.892;"{""coordinates"": [2.3796419953458314, 48.87027722033939], ""type"": ""Point""}";48.87027722033939, 2.3796419953458314
2001572;74 RUE DE LA VERRERIE;75004;Paris;2010;ELOGIE SIEMP;7;0;7;0;0;construction neuve;;4;logement familial;652386.827;6862273.4964;"{""coordinates"": [2.3510531204719367, 48.85873637009389], ""type"": ""Point""}";48.85873637009389, 2.3510531204719367
2001600;127, RUE DU FAUBOURG SAINT HONORE;75008;Paris;2010;PARIS HABITAT;18;4;11;0;3;construction neuve;;8;logement familial;649346.5499;6863915.2069;"{""coordinates"": [2.309421826323602, 48.873268050127564], ""type"": ""Point""}";48.873268050127564, 2.309421826323602
2001601;60-62, RUE DE PASSY;75016;Paris;2010;PARIS HABITAT;29;6;17;0;6;acquisition réhabilitation;;16;logement familial;647040.8559;6862231.8504;"{""coordinates"": [2.2781988975373912, 48.85794455959025], ""type"": ""Point""}";48.85794455959025, 2.2781988975373912
2001613;107, RUE SAINT HONORE;75001;Paris;2010;RIVP;5;2;3;0;0;acquisition réhabilitation;;1;logement familial;651780.742;6862568.1743;"{""coordinates"": [2.342759395139929, 48.86134128985992], ""type"": ""Point""}";48.86134128985992, 2.342759395139929
2001628;138-140, RUE DE CHARONNE;75011;Paris;2010;SABLIERE;17;5;12;0;0;construction neuve;;11;logement familial;655124.539;6861862.2775;"{""coordinates"": [2.388408818407712, 48.8552348298371], ""type"": ""Point""}";48.8552348298371, 2.388408818407712
2001642;HOPITAL BROUSSAIS  15P RUE DES ARBUSTES 96-108 RUE DIDOT 1-29 RUE DE MARINIERS;75014;Paris;2010;RIVP;112;0;112;0;0;construction neuve;;14;établissement d'hébergement pour personnes âgées dépendantes;649340.2228;6858909.1832;"{""coordinates"": [2.3099319972686687, 48.82824882020437], ""type"": ""Point""}";48.82824882020437, 2.3099319972686687
2001643;18, RUE DE LA VOUTE;75012;Paris;2010;RIVP;24;6;13;0;5;construction neuve;;12;logement familial;656497.274;6860775.6836;"{""coordinates"": [2.40722777329319, 48.84555724032707], ""type"": ""Point""}";48.84555724032707, 2.40722777329319
2001690;3, RUE SAINTE MARTHE;75010;Paris;2010;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;10;logement familial;653849.683;6863906.855;"{""coordinates"": [2.370812972094122, 48.8735313695836], ""type"": ""Point""}";48.8735313695836, 2.370812972094122
2001739;PARIS NORD EST - ENTREPOTS MACDONALD 141-219 BD MACDONALD LOTS N1 ET N6;75019;Paris;2010;RIVP;147;0;147;0;0;construction neuve;;19;résidence étudiante;653919.1541;6866677.8701;"{""coordinates"": [2.3714593516100795, 48.898455209556445], ""type"": ""Point""}";48.898455209556445, 2.3714593516100795
2001743;73, BD DE LA VILLETTE;75010;Paris;2010;ELOGIE SIEMP;14;4;10;0;0;construction neuve;;10;logement familial;653897.3499;6864254.179;"{""coordinates"": [2.3714251143342597, 48.87665818968981], ""type"": ""Point""}";48.87665818968981, 2.3714251143342597
2001751;215 RUE SAINT MAUR;75010;Paris;2010;ELOGIE SIEMP;14;0;14;0;0;acquisition conventionnement;;10;logement familial;653850.604;6863842.4661;"{""coordinates"": [2.3708325223818023, 48.872952399828485], ""type"": ""Point""}";48.872952399828485, 2.3708325223818023
2001767;73 BD KELLERMANN;75013;Paris;2010;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652197.841;6857994.812;"{""coordinates"": [2.3489582466719203, 48.82024398968737], ""type"": ""Point""}";48.82024398968737, 2.3489582466719203
2001788;102, BD DE LA CHAPELLE;75018;Paris;2010;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652445.133;6865092.164;"{""coordinates"": [2.35153228152848, 48.88408835004088], ""type"": ""Point""}";48.88408835004088, 2.35153228152848
2001793;261-263, RUE DE BELLEVILLE;75019;Paris;2010;ELOGIE SIEMP;15;0;6;0;9;acquisition réhabilitation;;19;logement familial;655917.795;6864120.3663;"{""coordinates"": [2.3989851583315973, 48.87559631012683], ""type"": ""Point""}";48.87559631012683, 2.3989851583315973
2001828;46 RUE SAMBRE ET MEUSE;75010;Paris;2010;TOIT ET JOIE;14;4;7;0;3;acquisition réhabilitation;;10;logement familial;654064.501;6863993.1623;"{""coordinates"": [2.373732222571833, 48.874322870134336], ""type"": ""Point""}";48.874322870134336, 2.373732222571833
2001853;82 BD MURAT;75016;Paris;2011;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645389.0365;6860379.7556;"{""coordinates"": [2.2559247720704954, 48.84115100961795], ""type"": ""Point""}";48.84115100961795, 2.2559247720704954
2001869;198, RUE RAYMOND LOSSERAND;75014;Paris;2011;ELOGIE SIEMP;8;0;6;0;2;construction neuve;;14;logement familial;649176.287;6858982.569;"{""coordinates"": [2.3076902769577043, 48.82889587998257], ""type"": ""Point""}";48.82889587998257, 2.3076902769577043
2001878;56, RUE TROUSSEAU;75011;Paris;2011;(vide);2;0;2;0;0;construction neuve;;11;logement familial;654461.3319;6861620.1509;"{""coordinates"": [2.379396516449888, 48.853010860134994], ""type"": ""Point""}";48.853010860134994, 2.379396516449888
2001905;35 BIS-37, RUE FALGUIERE;75015;Paris;2011;PARIS HABITAT;23;4;15;0;4;construction neuve;;15;logement familial;649803.827;6860485.018;"{""coordinates"": [2.3160607985535617, 48.84245664034568], ""type"": ""Point""}";48.84245664034568, 2.3160607985535617
2001929;GROUPE PORTE DE VITRY 4 RUE DARMESTETER;75013;Paris;2011;PARIS HABITAT;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;654167.8202;6858244.084;"{""coordinates"": [2.3757604084221677, 48.822628809744984], ""type"": ""Point""}";48.822628809744984, 2.3757604084221677
2001938;GROUPE VERSAILLES 1 RUE PIERRE LOUYS 30 AVENUE DE VERSAILLES;75016;Paris;2011;PARIS HABITAT;2;0;2;0;0;acquisition réhabilitation;;16;logement familial;646871.5136;6861343.1662;"{""coordinates"": [2.2760020461200963, 48.849938810391436], ""type"": ""Point""}";48.849938810391436, 2.2760020461200963
2001960;5 -7, RUE NEUVE SAINT PIERRE;75004;Paris;2011;RIVP;15;0;15;0;0;acquisition conventionnement;;4;logement familial;653308.555;6861694.0489;"{""coordinates"": [2.3636789654752266, 48.85359290959574], ""type"": ""Point""}";48.85359290959574, 2.3636789654752266
2001989;3 RUE NICOLAI;75012;Paris;2011;RIVP;8;1;6;0;1;construction neuve;;12;logement familial;655398.077;6859622.1277;"{""coordinates"": [2.3923715495345883, 48.83510807967749], ""type"": ""Point""}";48.83510807967749, 2.3923715495345883
2002017;10 RUE MATHIS;75019;Paris;2011;ELOGIE SIEMP;12;0;0;0;12;acquisition réhabilitation;;19;logement familial;654236.287;6865823.7715;"{""coordinates"": [2.3758769283491077, 48.89079725018829], ""type"": ""Point""}";48.89079725018829, 2.3758769283491077
2002035;29, RUE DE BELLEVILLE;75019;Paris;2011;TOIT ET JOIE;6;0;6;0;0;acquisition conventionnement;;19;logement familial;654473.549;6863830.7127;"{""coordinates"": [2.37932621112228, 48.87289104002614], ""type"": ""Point""}";48.87289104002614, 2.37932621112228
2002048;23, RUE DU RETRAIT;75020;Paris;2012;ANTIN;129;129;0;0;0;construction neuve;;20;foyer de travailleurs migrants;655562.539;6863346.7873;"{""coordinates"": [2.394222714491819, 48.86861523965079], ""type"": ""Point""}";48.86861523965079, 2.394222714491819
2002055;8-10, RUE DEMARQUAY;75010;Paris;2012;BATIGERE;3;0;3;0;0;acquisition conventionnement;;10;logement familial;653036.921;6864736.6921;"{""coordinates"": [2.3596409745034643, 48.88093513031615], ""type"": ""Point""}";48.88093513031615, 2.3596409745034643
2002077;5, RUE MONTHOLON;75009;Paris;2012;ELOGIE SIEMP;12;5;5;0;2;construction neuve;;9;logement familial;652170.552;6864258.0157;"{""coordinates"": [2.3478821456629144, 48.87656675967506], ""type"": ""Point""}";48.87656675967506, 2.3478821456629144
2002097;5BIS RUE MAURICE ROUVIER;75014;Paris;2012;HSF;1;1;0;0;0;construction neuve;;14;logement familial;649363.324;6859180.9325;"{""coordinates"": [2.310214321428182, 48.83069449984736], ""type"": ""Point""}";48.83069449984736, 2.310214321428182
2002106;108, RUE DE BAGNOLET;75020;Paris;2012;PARIS HABITAT;9;1;4;0;4;acquisition réhabilitation;;20;logement familial;656227.752;6862353.6594;"{""coordinates"": [2.403392926255225, 48.85972969981649], ""type"": ""Point""}";48.85972969981649, 2.403392926255225
2002181;154, AVENUE VICTOR HUGO;75016;Paris;2012;RIVP;2;1;0;0;1;construction neuve;;16;logement familial;647047.204;6863212.5585;"{""coordinates"": [2.278163227173374, 48.86676438013334], ""type"": ""Point""}";48.86676438013334, 2.278163227173374
2002186;18 VILLA AMELIE;75020;Paris;2012;RIVP;1;0;1;0;0;construction neuve;;20;logement familial;656154.202;6863773.7295;"{""coordinates"": [2.402243973458762, 48.872495209856446], ""type"": ""Point""}";48.872495209856446, 2.402243973458762
2002190;32, BD DE REUILLY;75012;Paris;2012;RIVP;21;6;9;0;6;acquisition réhabilitation;;12;logement familial;655433.472;6860064.0333;"{""coordinates"": [2.3928074371026713, 48.83908462971083], ""type"": ""Point""}";48.83908462971083, 2.3928074371026713
2002237;21, RUE DE LA REINE BLANCHE;75013;Paris;2012;TOIT ET JOIE;1;0;1;0;0;acquisition conventionnement;;13;logement familial;652555.985;6859785.2769;"{""coordinates"": [2.3536361660132576, 48.83637234041232], ""type"": ""Point""}";48.83637234041232, 2.3536361660132576
2002286;7, PLACE EMILE LANDRIN;75020;Paris;2013;SEQENS HABITAT;24;24;0;0;0;construction neuve;;20;maison relais;655985.3949;6862832.6996;"{""coordinates"": [2.400040165406352, 48.864021150390016], ""type"": ""Point""}";48.864021150390016, 2.400040165406352
2002320;10-12, RUE CANDIE;75011;Paris;2013;PARIS HABITAT;16;3;10;0;3;construction neuve;;11;logement familial;654499.9268;6861425.1822;"{""coordinates"": [2.379943332388521, 48.85126023966678], ""type"": ""Point""}";48.85126023966678, 2.379943332388521
2002321;27-35, RUE BREGUET;75011;Paris;2013;PARIS HABITAT;49;18;26;0;5;construction neuve;;11;logement familial;654140.095;6862186.0401;"{""coordinates"": [2.3749578201880723, 48.85807707991244], ""type"": ""Point""}";48.85807707991244, 2.3749578201880723
2002324;GROUPE JEAN PIERRE TIMBAUD 106, RUE JEAN PIERRE TIMBAUD;75011;Paris;2013;PARIS HABITAT;1;0;1;0;0;acquisition réhabilitation;;11;logement familial;654451.0865;6863296.8632;"{""coordinates"": [2.379077217064983, 48.868088640306155], ""type"": ""Point""}";48.868088640306155, 2.379077217064983
2002325;12-14, BOULEVARD DE PICPUS;75012;Paris;2013;PARIS HABITAT;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656014.4889;6860158.1414;"{""coordinates"": [2.4007134116192366, 48.83997087037433], ""type"": ""Point""}";48.83997087037433, 2.4007134116192366
2002357;GROUPE COURCELLES 5, SQUARE DU THIMERAIS;75017;Paris;2013;PARIS HABITAT;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;648447.0493;6865520.6645;"{""coordinates"": [2.2969643559825066, 48.887634009646455], ""type"": ""Point""}";48.887634009646455, 2.2969643559825066
2002370;PORTE DES LILAS RUE PAUL MEURICE LOT D1;75020;Paris;2013;PARIS HABITAT;36;0;0;0;36;construction neuve;;20;foyer pour personnes handicapées;656863.1703;6864049.8281;"{""coordinates"": [2.4118810444368517, 48.875025989904465], ""type"": ""Point""}";48.875025989904465, 2.4118810444368517
2002419;118 BIS, AVENUE DE CLICHY 31, RUE BOULAY;75017;Paris;2013;SABLIERE;111;23;55;0;33;construction neuve;;17;logement familial;649974.8277;6866250.654;"{""coordinates"": [2.3177118405323505, 48.894319020102664], ""type"": ""Point""}";48.894319020102664, 2.3177118405323505
2002437;23-25, RUE DE TANGER;75019;Paris;2013;ELOGIE SIEMP;73;0;0;0;73;acquisition conventionnement;;19;logement familial;653692.0509;6865294.486;"{""coordinates"": [2.3685127064314613, 48.885998650060834], ""type"": ""Point""}";48.885998650060834, 2.3685127064314613
2002483;15, RUE DE RICHELIEU;75001;Paris;2014;ELOGIE SIEMP;11;5;6;0;0;construction neuve;;1;logement familial;651289.2879;6862895.0971;"{""coordinates"": [2.336023597507687, 48.86424428017184], ""type"": ""Point""}";48.86424428017184, 2.336023597507687
2002512;36-38, RUE DES ORTEAUX;75020;Paris;2014;SEQENS HABITAT;61;0;61;0;0;acquisition réhabilitation;;20;résidence pour personnes âgées;656062.8529;6862009.8236;"{""coordinates"": [2.4011810093459744, 48.85662638022165], ""type"": ""Point""}";48.85662638022165, 2.4011810093459744
2002528;6-8, RUE PHILIDOR;75020;Paris;2014;HSF;1;0;0;0;1;construction neuve;;20;logement familial;656570.36;6861313.0466;"{""coordinates"": [2.408168733409571, 48.85039468989584], ""type"": ""Point""}";48.85039468989584, 2.408168733409571
2002542;1, RUE DES CARMES;75005;Paris;2014;PARIS HABITAT;89;22;40;0;27;acquisition conventionnement;;5;logement familial;652159.4529;6861271.9026;"{""coordinates"": [2.348066956456038, 48.84971227030341], ""type"": ""Point""}";48.84971227030341, 2.348066956456038
2002584;PARIS NORD EST - ENTREPOTS MACDONALD 219 BD MACDONALD;75019;Paris;2014;RES.L.F.;50;0;0;0;50;construction neuve;;19;logement familial;653920.5459;6866678.1682;"{""coordinates"": [2.3714783025328896, 48.898457989872234], ""type"": ""Point""}";48.898457989872234, 2.3714783025328896
2002626;58-62, RUE DE MOUZAIA;75019;Paris;2014;RIVP;14;0;14;0;0;construction neuve;;19;logement familial;655806.683;6864637.988;"{""coordinates"": [2.397416466391532, 48.88024354994394], ""type"": ""Point""}";48.88024354994394, 2.397416466391532
2002649;6, CITE WAUXHALL;75010;Paris;2014;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;10;logement familial;653267.773;6863434.8574;"{""coordinates"": [2.362931802040043, 48.8692448300967], ""type"": ""Point""}";48.8692448300967, 2.362931802040043
2002675;6, RUE BRILLAT SAVARIN;75013;Paris;2015;ADOMA;3;3;0;0;0;construction neuve;;13;foyer de travailleurs migrants;652417.7269;6858165.7483;"{""coordinates"": [2.3519337423931104, 48.82179751980172], ""type"": ""Point""}";48.82179751980172, 2.3519337423931104
