Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;Coordonnée en X (L93);Coordonnée en Y (L93);geo_shape;geo_point_2d
2004179;8 RUE DE LA CHAUSSEE D'ANTIN;75009;Paris;2023;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;9;logement familial;651146.679;6863723.4178;"{""coordinates"": [2.3339845542732167, 48.87168240016268], ""type"": ""Point""}";48.87168240016268, 2.3339845542732167
2004185;83-85 RUE DE BELLEVILLE;75019;Paris;2023;ELOGIE SIEMP;6;0;3;0;3;acquisition réhabilitation;;19;logement familial;654830.6339;6863916.8168;"{""coordinates"": [2.384185088323112, 48.87369049964532], ""type"": ""Point""}";48.87369049964532, 2.384185088323112
CPE87;119-127 RUE BRANCION;75015;Paris;2023;ELOGIE SIEMP;16;6;6;0;4;acquisition conventionnement;;15;logement familial;648741.666;6859042.2445;"{""coordinates"": [2.3017630822866475, 48.829398130237564], ""type"": ""Point""}";48.829398130237564, 2.3017630822866475
2001767;73 BD KELLERMANN;75013;Paris;2024;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652197.841;6857994.812;"{""coordinates"": [2.3489582466719203, 48.82024398968737], ""type"": ""Point""}";48.82024398968737, 2.3489582466719203
2003780;125 RUE SAINT MARTIN;75004;Paris;2024;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;4;logement familial;652398.2429;6862509.3114;"{""coordinates"": [2.3511822986126827, 48.86085786961917], ""type"": ""Point""}";48.86085786961917, 2.3511822986126827
2004223;20-22 RUE BECCARIA;75012;Paris;2024;3F RES;249;249;0;0;0;acquisition réhabilitation;;12;résidence sociale issue du plan de traitement des foyers de travailleurs migrants;654424.5089;6861042.3907;"{""coordinates"": [2.3789566373657887, 48.84781246992854], ""type"": ""Point""}";48.84781246992854, 2.3789566373657887
2004241;3-7 RUE CRISTINO GARCIA (BAT O LAMORICIERE);75020;Paris;2024;RIVP;73;0;73;0;0;acquisition réhabilitation;;20;résidence étudiante;657018.241;6861215.6984;"{""coordinates"": [2.4142817833410954, 48.84954926969142], ""type"": ""Point""}";48.84954926969142, 2.4142817833410954
2004249;42 RUE DE LA VERRERIE;75004;Paris;2024;RIVP;13;8;5;0;0;acquisition réhabilitation;;4;logement familial;652553.169;6862180.6039;"{""coordinates"": [2.3533305566429457, 48.85791327044093], ""type"": ""Point""}";48.85791327044093, 2.3533305566429457
2004252;47 TER RUE D'ORSEL;75018;Paris;2024;AXIMO;5;2;2;0;1;acquisition réhabilitation;;18;logement familial;651666.852;6865026.7083;"{""coordinates"": [2.340927424197361, 48.88344177970572], ""type"": ""Point""}";48.88344177970572, 2.340927424197361
2004274;96 BOULEVARD RASPAIL 19-21 RUE NOTRE DAME DES CHAMPS;75006;Paris;2024;RIVP;55;0;41;0;14;acquisition réhabilitation;;6;résidence étudiante;650694.5599;6860891.8898;"{""coordinates"": [2.3281495655339866, 48.84618439970295], ""type"": ""Point""}";48.84618439970295, 2.3281495655339866
2000008;LOTS A ET B  49-51 LEON FROT (ATELIERS);75011;Paris;2001;ELOGIE SIEMP;3;0;3;0;0;construction neuve;;11;logement familial;652577.531;6865708.7663;"{""coordinates"": [2.353268742452375, 48.889643009814364], ""type"": ""Point""}";48.889643009814364, 2.353268742452375
2000013;41, RUE DE TREVISE;75009;Paris;2001;RIVP;24;24;0;0;0;acquisition réhabilitation;;9;logement familial;651986.237;6864118.5583;"{""coordinates"": [2.3453850294563496, 48.87529893987116], ""type"": ""Point""}";48.87529893987116, 2.3453850294563496
2000043;29 RUE BERGERE;75009;Paris;2001;IMM 3F;18;18;0;0;0;acquisition réhabilitation;;9;logement familial;651895.8609;6863806.0985;"{""coordinates"": [2.3441882875250317, 48.87248232018875], ""type"": ""Point""}";48.87248232018875, 2.3441882875250317
2000064;2-4 VILLA GARNIER;75015;Paris;2001;PARIS HABITAT;91;0;33;0;58;acquisition conventionnement;;15;logement familial;650906.039;6863706.0881;"{""coordinates"": [2.330706077628804, 48.87150826027073], ""type"": ""Point""}";48.87150826027073, 2.330706077628804
2000092;LOT A ET B- 49-51 RUE LEON FROT (FROT PHALSBOURG);75011;Paris;2002;ELOGIE SIEMP;40;0;0;0;40;construction neuve;;11;logement familial;654961.327;6861934.3539;"{""coordinates"": [2.3861769155493575, 48.85587161981746], ""type"": ""Point""}";48.85587161981746, 2.3861769155493575
2000156;3, RUE DU SIMPLON;75018;Paris;2002;PARIS HABITAT;17;0;0;0;17;acquisition conventionnement;;18;logement familial;652501.4409;6866113.7282;"{""coordinates"": [2.3521857905696555, 48.89327907036616], ""type"": ""Point""}";48.89327907036616, 2.3521857905696555
2000166;12-14, RUE LESAGE;75020;Paris;2002;PARIS HABITAT;11;0;0;0;11;construction neuve;;20;logement familial;654640.025;6863748.4673;"{""coordinates"": [2.3816045092582834, 48.87216316964096], ""type"": ""Point""}";48.87216316964096, 2.3816045092582834
2000170;3-5, RUE NEUVE DE LA CHARDONNIERE  46 BD ORNANO;75018;Paris;2002;PARIS HABITAT;77;0;77;0;0;construction neuve;;18;résidence étudiante;652179.7376;6866277.3778;"{""coordinates"": [2.3477799691506296, 48.89472689043853], ""type"": ""Point""}";48.89472689043853, 2.3477799691506296
2000181;49, RUE RAMPONEAU;75020;Paris;2002;PARIS HABITAT;3;0;3;0;0;construction neuve;;20;logement familial;654661.344;6863708.7599;"{""coordinates"": [2.3818993780492996, 48.87180758971142], ""type"": ""Point""}";48.87180758971142, 2.3818993780492996
2000192;9 RUE DAUBIGNY 2-4 RUE BOREL 126 BD MALESHERBES;75017;Paris;2002;PARIS HABITAT;64;0;0;0;64;acquisition réhabilitation;;17;logement familial;650310.542;6866844.6882;"{""coordinates"": [2.32222084551439, 48.89968689993737], ""type"": ""Point""}";48.89968689993737, 2.32222084551439
2000197;191-195, AVENUE JEAN JAURES;75019;Paris;2003;ELOGIE SIEMP;88;0;0;0;88;acquisition conventionnement;;19;logement familial;655252.3849;6865532.6231;"{""coordinates"": [2.3897645445316593, 48.88825047041985], ""type"": ""Point""}";48.88825047041985, 2.3897645445316593
2000222;29 RUE DE GERGOVIE;75014;Paris;2003;RIVP;24;0;12;0;12;acquisition conventionnement;;14;logement familial;649739.6079;6859505.2343;"{""coordinates"": [2.315301592594208, 48.833640419739446], ""type"": ""Point""}";48.833640419739446, 2.315301592594208
2000274;10 RUE DIEU;75010;Paris;2003;PARIS HABITAT;19;0;19;0;0;acquisition conventionnement;;10;logement familial;653403.211;6863557.077;"{""coordinates"": [2.3647646516488376, 48.870353740370305], ""type"": ""Point""}";48.870353740370305, 2.3647646516488376
2000291;157, RUE SAINT JACQUES;75005;Paris;2003;PARIS HABITAT;9;0;9;0;0;acquisition réhabilitation;;5;logement familial;651802.469;6860902.3921;"{""coordinates"": [2.343244366453339, 48.846362669627055], ""type"": ""Point""}";48.846362669627055, 2.343244366453339
2000297;105-109, RUE DE REUILLY;75012;Paris;2003;PARIS HABITAT;17;0;0;0;17;acquisition conventionnement;;12;logement familial;655399.6049;6860465.4639;"{""coordinates"": [2.3923039455109976, 48.842692380078795], ""type"": ""Point""}";48.842692380078795, 2.3923039455109976
2000319;6 VILLA MODERNE;75014;Paris;2004;PARIS HABITAT;23;0;23;0;0;construction neuve;;14;logement familial;650405.4749;6859156.8784;"{""coordinates"": [2.3244128693774484, 48.83055921022295], ""type"": ""Point""}";48.83055921022295, 2.3244128693774484
2000338;193, RUE SAINT CHARLES;75015;Paris;2004;RIVP;48;48;0;0;0;acquisition réhabilitation;;15;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;647187.401;6860300.9149;"{""coordinates"": [2.280435925470673, 48.840591890195284], ""type"": ""Point""}";48.840591890195284, 2.280435925470673
2000354;154-156 RUE DE BELLEVILLE;75020;Paris;2004;RIVP;47;0;0;0;47;acquisition conventionnement;;20;logement familial;655329.038;6864101.1719;"{""coordinates"": [2.3909604060043654, 48.8753831299812], ""type"": ""Point""}";48.8753831299812, 2.3909604060043654
2000440;50 BIS, RUE DE MALTE;75011;Paris;2004;1001 VIES HABITAT;6;3;3;0;0;acquisition réhabilitation;;11;logement familial;653551.1;6863195.3971;"{""coordinates"": [2.3668202132131735, 48.86711189993868], ""type"": ""Point""}";48.86711189993868, 2.3668202132131735
2000525;9-11 AVENUE BEAUCOUR;75008;Paris;2005;EMMAUS HABITAT;57;57;0;0;0;acquisition réhabilitation;;8;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;648830.8529;6864363.6921;"{""coordinates"": [2.3023374713582054, 48.87726038027455], ""type"": ""Point""}";48.87726038027455, 2.3023374713582054
2000529;13, RUE DE LA LANCETTE;75012;Paris;2005;PARIS HABITAT;30;0;0;0;30;acquisition conventionnement;;12;logement familial;655411.71;6859862.666;"{""coordinates"": [2.392532060174872, 48.837272209818714], ""type"": ""Point""}";48.837272209818714, 2.392532060174872
2000531;29 RUE POLONCEAU;75018;Paris;2005;ELOGIE SIEMP;6;0;6;0;0;acquisition réhabilitation;;18;logement familial;652509.819;6865283.1312;"{""coordinates"": [2.3523929565804376, 48.88581043015244], ""type"": ""Point""}";48.88581043015244, 2.3523929565804376
2000584;13-17, RUE DAREAU;75014;Paris;2005;PARIS HABITAT;52;0;52;0;0;construction neuve;;14;résidence étudiante;651416.7209;6859238.9172;"{""coordinates"": [2.3381782583557635, 48.83137401036664], ""type"": ""Point""}";48.83137401036664, 2.3381782583557635
2000643;13 RUE DURANTON 92-98 RUE DE LA CONVENTION;75015;Paris;2006;SABLIERE;126;0;126;0;0;acquisition conventionnement;;15;logement familial;647568.718;6860287.885;"{""coordinates"": [2.2856326363675286, 48.84050584987005], ""type"": ""Point""}";48.84050584987005, 2.2856326363675286
2000648;25, RUE DOMBASLE;75015;Paris;2006;LOGIREP;7;0;0;0;7;construction neuve;;15;logement familial;648467.2349;6859784.8596;"{""coordinates"": [2.297935061467077, 48.83605461970934], ""type"": ""Point""}";48.83605461970934, 2.297935061467077
2000679;12, AVENUE BOUDON ET 55, RUE JEAN DE LA FONTAINE;75016;Paris;2006;PARIS HABITAT;15;3;12;0;0;acquisition conventionnement;;16;logement familial;646398.8446;6861292.5637;"{""coordinates"": [2.2695675871637127, 48.84944459991123], ""type"": ""Point""}";48.84944459991123, 2.2695675871637127
2000681;16-18 RUE DES PAVILLONS;75020;Paris;2006;HSF;12;0;0;0;12;construction neuve;;20;logement familial;655772.0329;6863801.4884;"{""coordinates"": [2.397031119419985, 48.87271870982825], ""type"": ""Point""}";48.87271870982825, 2.397031119419985
2000711;67, AVENUE DE BRETEUIL;75007;Paris;2006;IMM 3F;22;4;13;0;5;acquisition conventionnement;;7;logement familial;649525.533;6861092.871;"{""coordinates"": [2.3121970031556884, 48.847901300338755], ""type"": ""Point""}";48.847901300338755, 2.3121970031556884
2000736;226, RUE DE VAUGIRARD - 22 RUELLE DU SOLEIL D'OR;75015;Paris;2006;PARIS HABITAT;16;0;16;0;0;construction neuve;;15;logement familial;648984.0697;6860298.0318;"{""coordinates"": [2.3049143373649854, 48.8407107001286], ""type"": ""Point""}";48.8407107001286, 2.3049143373649854
2000745;75 RUE DE LA PROCESSION;75015;Paris;2006;ADOMA;218;218;0;0;0;construction neuve;;15;foyer de travailleurs migrants;649431.0669;6859761.4629;"{""coordinates"": [2.3110680904402137, 48.83592055990109], ""type"": ""Point""}";48.83592055990109, 2.3110680904402137
2000790;129 AVENUE GAMBETTA;75020;Paris;2007;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;656101.3399;6863348.1075;"{""coordinates"": [2.401567299530063, 48.86866405955656], ""type"": ""Point""}";48.86866405955656, 2.401567299530063
2000803;3-5 RUE DE REIMS;75013;Paris;2007;RIVP;41;0;41;0;0;construction neuve;;13;résidence étudiante;653910.2499;6858921.8874;"{""coordinates"": [2.3721790194906043, 48.82870604963425], ""type"": ""Point""}";48.82870604963425, 2.3721790194906043
2000804;6 RUE DU CAPITAINE MADON;75018;Paris;2007;ELOGIE SIEMP;7;7;0;0;0;acquisition réhabilitation;;18;logement familial;650692.084;6865783.6403;"{""coordinates"": [2.3275481910834115, 48.8901746902947], ""type"": ""Point""}";48.8901746902947, 2.3275481910834115
2000821;13, RUE CAIL;75010;Paris;2007;BATIGERE;1;0;1;0;0;acquisition conventionnement;;10;logement familial;653101.6729;6864929.4772;"{""coordinates"": [2.360502563383849, 48.882673509699025], ""type"": ""Point""}";48.882673509699025, 2.360502563383849
2000842;106, RUE CASTAGNARY;75015;Paris;2007;RIVP;14;7;0;7;0;acquisition réhabilitation;;15;logement familial;649048.504;6859146.4137;"{""coordinates"": [2.305930116632744, 48.830359260018284], ""type"": ""Point""}";48.830359260018284, 2.305930116632744
2000904;77 RUE DE LA FONTAINE AU ROI;75011;Paris;2007;ADOMA;189;189;0;0;0;construction neuve;;11;foyer de travailleurs migrants;654256.194;6863392.683;"{""coordinates"": [2.3764102374030975, 48.868936520009505], ""type"": ""Point""}";48.868936520009505, 2.3764102374030975
2000908;179 BIS QUAI DE VALMY;75010;Paris;2007;IMM 3F;15;15;0;0;0;construction neuve;;10;résidence sociale pour démunis;653588.771;6864661.0643;"{""coordinates"": [2.3671735943524057, 48.880295040023036], ""type"": ""Point""}";48.880295040023036, 2.3671735943524057
2000929;VIGNOLES EST  77, RUE DES HAIES 9-17, PASSAGE SAVART;75020;Paris;2007;PARIS HABITAT;2;0;2;0;0;construction neuve;;20;logement familial;656223.451;6861811.0689;"{""coordinates"": [2.403390182430519, 48.85484992010209], ""type"": ""Point""}";48.85484992010209, 2.403390182430519
2000933;75 RUE DE L'AMIRAL MOUCHEZ;75013;Paris;2007;PARIS HABITAT;100;0;0;0;100;construction neuve;;13;établissement d'hébergement pour personnes âgées dépendantes;651794.166;6858078.9601;"{""coordinates"": [2.3434511163502108, 48.82097069042645], ""type"": ""Point""}";48.82097069042645, 2.3434511163502108
2000937;17 RUE DE SEVIGNE;75004;Paris;2007;IMM 3F;13;3;10;0;0;construction neuve;;4;logement familial;653227.3579;6862020.372;"{""coordinates"": [2.362536540556715, 48.85652162031741], ""type"": ""Point""}";48.85652162031741, 2.362536540556715
2000941;20-30, RUE EMILE DUPLOYE;75018;Paris;2007;PARIS HABITAT;8;8;0;0;0;construction neuve;;18;logement familial;652722.97;6865725.0156;"{""coordinates"": [2.3552502916189697, 48.88979982973774], ""type"": ""Point""}";48.88979982973774, 2.3552502916189697
2000968;19-21 BD ARAGO 23 RUE BERBIER DU METS;75013;Paris;2007;IMM 3F;28;28;0;0;0;construction neuve;;13;résidence sociale pour démunis;652256.164;6859729.6431;"{""coordinates"": [2.349557917025106, 48.83584988033861], ""type"": ""Point""}";48.83584988033861, 2.349557917025106
2000971;13, RUE LEOPOLD BELLAN;75002;Paris;2007;PARIS HABITAT;21;8;13;0;0;acquisition réhabilitation;;2;logement familial;652010.234;6863142.219;"{""coordinates"": [2.345822464494146, 48.866520719901594], ""type"": ""Point""}";48.866520719901594, 2.345822464494146
2000976;6 IMPASSE CROZATIER;75012;Paris;2007;RIVP;11;4;7;0;0;construction neuve;;12;logement familial;654483.0109;6861103.2397;"{""coordinates"": [2.3797472804938984, 48.84836382030742], ""type"": ""Point""}";48.84836382030742, 2.3797472804938984
2001028;69 RUE DE CLERY;75002;Paris;2008;FREHA;2;2;0;0;0;acquisition réhabilitation;;2;maison relais;652299.2059;6863425.7771;"{""coordinates"": [2.349729605510485, 48.8690921696918], ""type"": ""Point""}";48.8690921696918, 2.349729605510485
2001035;82 RUE CURIAL;75019;Paris;2008;(vide);23;0;0;0;23;construction neuve;;19;logement familial;654133.789;6866264.3993;"{""coordinates"": [2.374431518057623, 48.89475236015394], ""type"": ""Point""}";48.89475236015394, 2.374431518057623
2001076;50, SAINTE CROIX DE LA BRETONNERIE;75004;Paris;2008;PARIS HABITAT;22;7;15;0;0;acquisition réhabilitation;;4;logement familial;652622.41;6862289.0166;"{""coordinates"": [2.3542621411519784, 48.858893310184335], ""type"": ""Point""}";48.858893310184335, 2.3542621411519784
2001088;103, RUE DE L'OUEST;75014;Paris;2008;COALLIA;15;15;0;0;0;construction neuve;;14;centre d'hébergement d'urgence;649775.186;6859555.168;"{""coordinates"": [2.31578035526445, 48.83409224972371], ""type"": ""Point""}";48.83409224972371, 2.31578035526445
2001107;49, RUE DE GERGOVIE 105, RUE RAYMOND LOSSERAND;75014;Paris;2008;ELOGIE SIEMP;30;6;17;0;7;construction neuve;;14;logement familial;649835.5799;6859405.2598;"{""coordinates"": [2.3166207425954766, 48.83274881995059], ""type"": ""Point""}";48.83274881995059, 2.3166207425954766
2001129;GROUPE PORTE DE VITRY 4, SQUARE DU VELAY;75013;Paris;2008;PARIS HABITAT;2;0;2;0;0;acquisition réhabilitation;;13;logement familial;654187.8829;6858325.5516;"{""coordinates"": [2.3760248852851484, 48.8233628901609], ""type"": ""Point""}";48.8233628901609, 2.3760248852851484
2001130;GROUPE EXPOSITION 5, AVENUE DE LA PORTE DE LA PLAINE;75015;Paris;2008;PARIS HABITAT;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;648062.6977;6859141.1787;"{""coordinates"": [2.2925026475419408, 48.83023349955619], ""type"": ""Point""}";48.83023349955619, 2.2925026475419408
2001140;168, BD DE  LA VILLETTE;75019;Paris;2008;ELOGIE SIEMP;9;0;4;0;5;construction neuve;;19;logement familial;653836.688;6864698.7314;"{""coordinates"": [2.370549754660113, 48.88065159012164], ""type"": ""Point""}";48.88065159012164, 2.370549754660113
2001174;6 RUE DES ORFEVRES;75001;Paris;2008;ELOGIE SIEMP;5;0;5;0;0;acquisition conventionnement;;1;logement familial;651966.9509;6862259.0638;"{""coordinates"": [2.345332283453249, 48.85857540995531], ""type"": ""Point""}";48.85857540995531, 2.345332283453249
2001182;8 RUE SAINTE ANASTASE;75003;Paris;2008;ELOGIE SIEMP;15;0;15;0;0;acquisition conventionnement;;3;logement familial;653328.529;6862369.5331;"{""coordinates"": [2.3638770044364614, 48.85966893015888], ""type"": ""Point""}";48.85966893015888, 2.3638770044364614
2001189;4 RUE DU PAS DE LA MULE;75003;Paris;2008;ELOGIE SIEMP;9;0;9;0;0;acquisition conventionnement;;3;logement familial;653608.173;6861950.6966;"{""coordinates"": [2.367734043123869, 48.85592256990197], ""type"": ""Point""}";48.85592256990197, 2.367734043123869
2001208;113 RUE SAINT MARTIN;75004;Paris;2008;ELOGIE SIEMP;5;0;5;0;0;acquisition conventionnement;;4;logement familial;652383.89;6862470.8411;"{""coordinates"": [2.3509909853454865, 48.860510850373984], ""type"": ""Point""}";48.860510850373984, 2.3509909853454865
2001250;52, RUE SERVAN;75011;Paris;2008;RIVP;22;22;0;0;0;construction neuve;;11;centre d'hébergement d'urgence;654656.718;6862709.2239;"{""coordinates"": [2.3819429711498232, 48.86281859016834], ""type"": ""Point""}";48.86281859016834, 2.3819429711498232
2001272;136, RUE MARCADET;75018;Paris;2008;ELOGIE SIEMP;2;2;0;0;0;acquisition réhabilitation;;18;logement familial;651557.6779;6865900.4374;"{""coordinates"": [2.339339110483219, 48.891290710367954], ""type"": ""Point""}";48.891290710367954, 2.339339110483219
2001290;3BIS CITE D'HAUTEVILLE;75010;Paris;2009;ELOGIE SIEMP;12;4;6;0;2;acquisition réhabilitation;;10;logement familial;652474.9749;6864270.287;"{""coordinates"": [2.3520311586708393, 48.87669964954958], ""type"": ""Point""}";48.87669964954958, 2.3520311586708393
2001303;1-19 RUE VILLIOT, 30-40 QUAI DE LA RAPEE LOT 7;75012;Paris;2009;PARIS HABITAT;28;0;0;12;16;construction neuve;;12;logement familial;654134.6219;6860353.778;"{""coordinates"": [2.3750808605827833, 48.84159919024952], ""type"": ""Point""}";48.84159919024952, 2.3750808605827833
